parid	luc	luc_desc	own1	geom
3194829	1100	Stores, One Story	PINKY JOYCE FOOD MART INC	0106000020BC080000010000000103000000010000000B000000601058792C5E2341C09F1ACF21403B41C0F753231E5E2341202FDD641E403B4100000040D85D234120DD24E666403B41803F359E8A5D23414060E570B7403B41E0CEF713995D2341002DB2DDBA403B41C0F5289CF15D2341C0F3FDD4CF403B41408B6C673A5E2341E07A146EC2403B41E078E9663C5E2341E07A148EC1403B41803D0AD7A25E23418093184497403B41E0FBA9B12B5F234140B4C8965E403B41601058792C5E2341C09F1ACF21403B41
3300424	1100	Stores, One Story	7-ELEVEN INC	0106000020BC0800000100000001030000000100000013000000E0240681B7B4234140B4C816EEEE3A41600E2D328AB4234100819583E3EE3A41C020B0C213B42341A0ED7C5F62EF3A41C0F5289CFEB32341E078E90679EF3A41608FC275E9B32341E07A14AE8FEF3A4160128300E1B32341002DB2BD98EF3A4120DBF93E91B42341601283E0C1EF3A416010587946B52341C0CCCC2CECEF3A41E051B8EE4EB52341A01A2F1DE3EF3A41C0F3FD1464B52341A0180476CCEF3A41205A643B79B52341A0EFA7CEB5EF3A41400C02ABEFB52341C020B0F236EF3A414008AC5CC2B52341C076BE5F2CEF3A41A0F1D20D95B52341A0438BCC21EF3A41A0ED7CBF67B52341A099993917EF3A4100D7A3703AB52341606666A60CEF3A41803F351E12B523416091ED3C03EF3A4100295CCFE4B4234160E7FBA9F8EE3A41E0240681B7B4234140B4C816EEEE3A41
3119088	1100	Stores, One Story	7-ELEVEN INC	0106000020BC0800000100000001030000000100000018000000C076BE1F29EA224100AC1CFAAA4F3B41408941E099EA2241A0999959F84E3B41601283C003EA224160105879E14E3B4120AE472120E92241208716D9BE4E3B41600E2DF235E8224160E7FB09874E3B41002DB29D57E82241E0CEF73B5C4E3B4140B6F33D3BE8224160E3A5FB4C4E3B41E0A3707DD3E7224160E3A51B3E4E3B4120DD2446BFE72241200681353B4E3B41C09F1A2FBEE7224180EB51F83C4E3B41606666A6A5E7224140621098644E3B418016D98EA3E7224100D7A3F8674E3B41C09F1A2FA1E7224100D7A3D86B4E3B4120DBF97E3AE72241208716B9114F3B4140E17A545BE82241A045B6F35C4F3B41C0F5281C36E92241C0F7538B7F4F3B414060E55037E92241A06E12A37D4F3B41E078E9268EE92241601283608B4F3B41600E2DF28CE9224120B072488D4F3B41A0F1D20DA2E92241A0ED7C9F904F3B41601283009EE9224100AAF152974F3B41608FC2B59DE922418016D9CE974F3B41A06E12C327EA224100AAF112AD4F3B41C076BE1F29EA224100AC1CFAAA4F3B41
3245491	1100	Stores, One Story	7-ELEVEN INC	0106000020BC080000010000000103000000010000000600000040378981CB602341A0180476E5F43A41A045B6F3A35F2341E0A370BDA8F43A41803D0AD7295F2341002DB2BD2FF53A41408B6C2754602341002DB25D69F53A4100AAF152B96023412004568EF9F43A4140378981CB602341A0180476E5F43A41
6037388	1100	Stores, One Story	LOVE WHOLE FOODS INC	0106000020BC0800000100000001030000000100000013000000408B6C672AF42241A0EFA76E4F483B41A06E1243CCF422414008AC8406483B41C0490C02A3F6224120D9CE77D3463B4160E5D02298F52241C0F753635C463B4100AC1C5A8CF52241E024062157463B4120AE47F127F5224160BC74532A463B41002DB29DD3F122418014AE07E9473B41E0CEF723E6F1224160E5D0E2F1473B41C0CAA1C572F22241C0F528DCE3473B4120AE47A1C9F2224180EB51D826483B4100D7A3702BF22241C0CAA1C51F483B412006815532F22241C0A145F64C483B412031086C73F222418068914D65483B4120AE47E1E8F222416091EDBC65483B41205839B419F32241806ABC7449483B41C07493582DF3224120DD242615483B410054E3A5AEF32241E051B89E2F483B41E051B8AEA8F32241A06E124368483B41408B6C672AF42241A0EFA76E4F483B41
3508742	1100	Stores, One Story	7-ELEVEN INC	0106000020BC080000010000000103000000010000000500000080BE9FAAC6D12341C01E85EB9E0A3B4180BE9FAADED02341400C02AB690A3B4140355EBA80D02341C0F7538BCC0A3B41A047E1BA68D12341C01E85EB010B3B4180BE9FAAC6D12341C01E85EB9E0A3B41
3868170	1100	Stores, One Story	7-ELEVEN INC	0106000020BC08000001000000010300000001000000090000008016D98E63B22441E0A7C68B9D123A41E051B85E06B22441C01E858B89123A418016D98E8AB124412031088C14133A41C09F1A2FE3B1244160BA498C28133A4120DBF9BE42B2244160BA498C3E133A4120DBF9BE7EB2244160BA498C4C133A41C09F1AEFFBB22441E0A7C68BBD123A41C09F1A2FC4B224412031088CB1123A418016D98E63B22441E0A7C68B9D123A41
6600490	1100	Stores, One Story	7-ELEVEN INC	0106000020BC0800000100000001030000000100000005000000E07A14EE5D9824414008ACBC9B743A4100AC1CDA08982441A018047681743A4120DD2486C197244160E7FBB1BD743A4100AC1C9A1698244100D7A3F8D7743A41E07A14EE5D9824414008ACBC9B743A41
3400097	1100	Stores, One Story	7-ELEVEN INC	0106000020BC08000001000000010300000001000000090000002031082CD9002441A0438B0C64113B41C076BE9FC8FF2341A045B61363113B4100000050A3FF234120310814B2113B4100000040EAFF234120310854B2113B41A0C420F0E8FF2341205839B401123B4180C2F5E87F002441E0A3707D02123B41A0703D8AAA00244160E7FBD1B6113B41A0EFA7D6AC002441002DB2BDB2113B412031082CD9002441A0438B0C64113B41
3086449	1100	Stores, One Story	7-ELEVEN INC	0106000020BC080000010000000103000000010000000900000060E7FBE931B12341400C022BBD6F3B41C07493D822B02341E0D0223B7E6F3B410000009007B02341C04B37299D6F3B416039B4C8A7AF234100FED4780A703B41C09DEF37FCAF2341406210181E703B4180EB51F858B02341A0EFA7C633703B4160128380B6B0234140B4C8764A703B412087169916B12341C0726871DC6F3B4160E7FBE931B12341400C022BBD6F3B41
4204709	1400	Supermarkets	PUBLIX SUPER MARKETS INC	0106000020BC0800000100000001030000000100000017000000C0A145B6B83B24412004560E7ACE3A410054E3253A3A2441A0F1D2ED24CE3A41A0EFA786E9382441C09F1A0F9CCF3A41803D0AD7DB39244120B29DEFD2CF3A41A0EFA746093A244100295CEFE1CF3A41E078E9661C3A244100295C4FEDCF3A41A0C64B772A3A2441C09F1A6FFACF3A41E078E9E6323A244100295CAF08D03A41803D0A57353A244120B29D6F17D03A41E078E9E6343A244120B29D4F19D03A41A0C64BB7243B2441603BDF2F4FD03A4100022B47633C2441A0C420F095D03A41408B6C676B3C2441A0C420D08CD03A41E04F8D17953C2441603BDF6F5ED03A4100022B87BC3C2441603BDF6F32D03A41803D0A97E53C244120B29DAF04D03A41A0C64B770E3D244100295C2FD7CF3A41803D0AD7363D244100295C2FAACF3A4140B4C876613D2441C09F1ACF7ACF3A4140B4C876893D244100295C2F4ECF3A4140B4C8364C3C24418016D9CE06CF3A41606666A6653B2441A0EFA76ED4CE3A41C0A145B6B83B24412004560E7ACE3A41
5970957	1400	Supermarkets	WALMART STORES EAST LP	0106000020BC080000010000000103000000010000001B000000A09BC4A001602341C09F1AEF54443B41A09BC4A03B622341405EBA0920423B41205839F4ED612341803D0A570D423B418014AE47B760234120B29DEFC2413B41203108FC87602341E0CEF79BB7413B41608FC2B57B60234160BC7453C4413B41601058798E5F2341608FC2158B413B4140894160955E2341205A64FB4E413B41C01E85EB515E2341600E2DF252413B417EE98797EE5D234199FD879985413B41FD1F5D898E5D2341D722BECEB9413B411EC6E7D9315D234151BA4884EF413B414C5B2BA1D85C2341FC6C3DAC26423B41C0A145F6825C234180EB51385F423B41C0F753E3175D234100AAF1728E423B41803D0A57145D2341A099999932433B4180C0CA21485C234120DBF97E31433B41405EBA09AA5B2341601058B901433B41A0EFA796685B234100560E8D39433B4126AFC1F6245B2341D1760F7877433B41A0F1D24DE55A2341A0F1D26DB6433B41600E2D32015D2341A0703D2A33443B4100D7A370575F234180C0CA61BD443B41601283808D5F2341A0ED7CDFC9443B4160E5D02201602341A0C4207055443B41C0CCCC4C0160234160B81E4555443B41A09BC4A001602341C09F1AEF54443B41
